invoice_code,invoice_number,invoice_date,customer_name,customer_email,customer_address,customer_city,customer_state,customer_postal_code,customer_country,payment_method,payment_due_date,subtotal,tax_rate,tax_amount,discount_rate,discount_amount,total,notes,status,created_by,created_at,updated_by,updated_at,due_date,paid_date,currency,exchange_rate,payment_reference,shipping_address,shipping_city,shipping_state,shipping_postal_code,shipping_country
g6*,2732,4/28/2022,Sandie Halfhyde,fbanghamlm@craigslist.org,21 Leroy Lane,Boisbriand,QC,J7G,Canada,debit card,3/17/2022,4038.58,0.12,484.6296,0.2,807.716,3715.4936,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",paid,Angie Caswill,10/15/2022,Fair Bangham,4/28/2022,8/10/2022,12/10/2022,CAD,6.2411,payment ID,36 Oak Valley Place,Lindavista,GRO,40800,Mexico
q_*,9274,5/25/2022,Ilaire Stollenwerck,jzavatteroln@chron.com,20 Oriole Trail,Huaidao,,,China,debit card,7/18/2022,5306.5,0.16,849.04,0.42,2228.73,3926.81,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",draft,Bertrando Gillon,6/2/2022,Judie Zavattero,11/2/2022,7/2/2022,7/21/2022,CNY,4.0979,transaction ID,44906 Arapahoe Place,Helsingborg,M,251 08,Sweden
h_*,9050,4/24/2022,Maxim Croft,thyndlo@jugem.jp,42718 Pearson Court,Xifengshan,,,China,PayPal,7/4/2022,1303.67,0.16,208.5872,0.17,221.6239,1290.6333,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.",sent,Jonas Davitt,7/16/2022,Thebault Hynd,10/4/2022,3/12/2022,1/30/2022,CNY,5.4894,transaction ID,53 Kings Hill,Lengshuijing,,,China
YP*,2529,5/27/2022,Skipper Kareman,wdrakelp@fc2.com,6228 Knutson Alley,Uttar Char Fasson,,8701,Bangladesh,credit card,5/15/2022,2472.94,0.02,49.4588,0.3,741.882,1780.5168,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",sent,Alida Joyes,11/3/2022,Woody Drake,5/27/2022,1/29/2022,12/17/2022,BDT,2.2663,payment ID,549 Northfield Trail,Kardzhin,,363611,Russia
x0*,9865,4/29/2022,Essie Greenig,lfarishlq@naver.com,44603 Harper Pass,Yuecheng,,,China,debit card,6/13/2022,2235.32,0.15,335.298,0.47,1050.6004,1520.0176,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",paid,Wilfrid Djokic,1/22/2022,Leonidas Farish,8/6/2022,4/11/2022,6/20/2022,CNY,8.0274,reference number,377 Heath Center,Sekongkang Bawah,,,Indonesia
F0*,8012,6/17/2022,Derrek Eiler,sewebanklr@mail.ru,9 Melody Road,Štore,,3220,Slovenia,PayPal,10/7/2022,6971.76,0.1,697.176,0.28,1952.0928,5716.8432,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,sent,Candra Larman,2/16/2022,Sherry Ewebank,10/21/2022,1/8/2022,2/2/2022,EUR,7.1646,transaction ID,0 Dunning Avenue,Jinzipai,,,China
zE*,7246,12/10/2022,Tull Tour,kbotlyls@amazon.co.jp,51 Eliot Plaza,Babakanbandung,,,Indonesia,credit card,5/11/2022,4682.92,0.11,515.1212,0.14,655.6088,4542.4324,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",overdue,Eugen Barensen,3/20/2022,Karrah Botly,3/7/2022,11/2/2022,6/5/2022,IDR,4.2328,payment ID,01056 Spenser Road,Sel’tso,,241551,Russia
py*,3664,1/23/2022,Wilmer Wasson,rkroonlt@yellowbook.com,4 Vera Parkway,Linköping,E,580 07,Sweden,debit card,4/20/2022,576.26,0.18,103.7268,0.22,126.7772,553.2096,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",paid,Star Tillard,4/20/2022,Rabi Kroon,5/24/2022,1/13/2022,11/30/2022,SEK,6.989,payment ID,10 Forster Center,Ljungsbro,E,590 73,Sweden
G6*,3459,7/26/2022,Essy Minett,gbugdelllu@so-net.ne.jp,317 Manley Alley,Chambishi,,,Zambia,PayPal,1/22/2022,693.39,0.2,138.678,0.23,159.4797,672.5883,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,sent,Tonye Ivimy,11/2/2022,Gennifer Bugdell,9/1/2022,10/19/2022,1/15/2022,ZMW,6.8354,payment ID,2 Bultman Point,Badai,,,China
yj*,8343,8/31/2022,Kylynn McRonald,ograberlv@ustream.tv,27410 Knutson Lane,Libourne,97,33515 CEDEX,France,debit card,4/18/2022,2145.01,0.02,42.9002,0.12,257.4012,1930.509,Sed ante. Vivamus tortor. Duis mattis egestas metus.,draft,Gerhard Tibald,5/6/2022,Ophelie Graber,7/29/2022,3/21/2022,6/2/2022,EUR,4.8938,reference number,673 Sullivan Lane,Bebedouro,,14700-000,Brazil
WL*,9557,7/13/2022,Catherin Aickin,blynnittlw@tumblr.com,3 Di Loreto Plaza,Gulu,,,Uganda,credit card,2/3/2022,5137.72,0.1,513.772,0.31,1592.6932,4058.7988,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,overdue,Gregoor Permain,10/19/2022,Bailey Lynnitt,10/25/2022,2/16/2022,1/2/2022,UGX,3.9694,reference number,07 Darwin Place,Skála Oropoú,,,Greece
Kz*,6117,7/18/2022,Ardyce Ziemecki,drickettlx@pen.io,6 Golf Course Point,‘Aşīrah ash Shamālīyah,,,Palestinian Territory,debit card,3/30/2022,7920.47,0.09,712.8423,0.04,316.8188,8316.4935,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",overdue,Trevor Dimelow,12/24/2022,Deva Rickett,12/2/2022,8/6/2022,3/1/2022,ILS,8.9105,transaction ID,350 Maple Wood Terrace,Lianokládhion,,,Greece
n_*,8343,10/2/2022,Anastassia Martinez,lrobyly@pbs.org,805 Mifflin Point,Dongtuan,,,China,PayPal,9/15/2022,8777.28,0.12,1053.2736,0.12,1053.2736,8777.28,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",draft,Meta Nicholls,6/8/2022,Lawton Roby,5/27/2022,1/23/2022,1/9/2022,CNY,7.484,transaction ID,4057 Brentwood Court,Būlaevo,,,Kazakhstan
t8*,7660,10/4/2022,Bogey Broe,adonnellz@mapy.cz,149 Springs Crossing,Lobuk,,,Indonesia,PayPal,12/7/2022,767.85,0.17,130.5345,0.09,69.1065,829.278,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",sent,Aeriel Bison,5/31/2022,Alfy Donnel,7/21/2022,5/22/2022,10/14/2022,IDR,6.3178,transaction ID,4 Sachs Court,Mar del Plata,,7600,Argentina
PO*,6096,6/16/2022,Arabelle Deny,mwadelinm0@squidoo.com,5 Independence Hill,Ichinomiya,,941-0056,Japan,credit card,2/9/2022,9207.57,0.16,1473.2112,0.18,1657.3626,9023.4186,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",sent,Zacharie Stebbins,9/4/2022,Marya Wadelin,12/16/2022,1/1/2022,8/19/2022,JPY,4.9749,transaction ID,6103 Red Cloud Trail,Vecumnieki,,,Latvia
M_*,3016,5/25/2022,Catlin Slingsby,ablowm1@reverbnation.com,46023 Vera Avenue,Komsomol’skiy,,,Uzbekistan,credit card,3/19/2022,8655.9,0.1,865.59,0.14,1211.826,8309.664,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",draft,Katherina Aukland,6/15/2022,Alena Blow,8/15/2022,8/25/2022,3/3/2022,UZS,9.6611,reference number,37 Crest Line Plaza,Kampong Speu,,,Cambodia
Kk*,6628,5/22/2022,Dylan Headingham,bshewm2@xinhuanet.com,70031 Sutherland Terrace,Kuala Lumpur,KUL,53100,Malaysia,PayPal,3/23/2022,139.5,0.05,6.975,0.49,68.355,78.12,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",paid,Ashton Durston,4/21/2022,Bat Shew,9/15/2022,12/8/2022,2/13/2022,MYR,9.8972,reference number,61 Dryden Crossing,Apt,B8,84404 CEDEX,France
rr*,3974,2/11/2022,Dido McCarly,ekirimaam3@house.gov,36 Morrow Terrace,Caxito,,,Angola,PayPal,3/2/2022,7896.23,0.09,710.6607,0.01,78.9623,8527.9284,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,draft,Charmine Moutray Read,6/4/2022,Evangelia Kirimaa,1/11/2022,7/21/2022,7/20/2022,AOA,4.6315,reference number,6170 Pierstorff Crossing,Wang Sam Mo,,41380,Thailand
oY*,2557,9/14/2022,Shirlee Stourton,hdowseym4@friendfeed.com,2730 Talmadge Avenue,San Juan,,6227,Philippines,PayPal,11/12/2022,2031.1,0.02,40.622,0.07,142.177,1929.545,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,draft,Bibby Belsham,1/10/2022,Hoebart Dowsey,5/20/2022,6/18/2022,12/13/2022,PHP,0.8825,payment ID,24954 Vera Crossing,Muriaé,,36880-000,Brazil
N2*,8775,7/23/2022,Dorey Torpie,khellerm5@imdb.com,94 Emmet Point,Komaki,,959-1226,Japan,PayPal,5/19/2022,2906.84,0.16,465.0944,0.16,465.0944,2906.84,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",overdue,Claribel Maffey,8/14/2022,Kirby Heller,10/18/2022,3/16/2022,2/24/2022,JPY,2.0813,payment ID,551 Comanche Parkway,Haguimit,,6117,Philippines
V5*,4588,10/2/2022,Abbie Beak,cmundym6@marketwatch.com,142 Porter Road,Mangunjaya,,,Indonesia,debit card,2/8/2022,8732.37,0.03,261.9711,0.21,1833.7977,7160.5434,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,paid,Gussie Aleveque,6/22/2022,Christean Mundy,5/27/2022,4/15/2022,9/23/2022,IDR,4.8908,payment ID,0 Huxley Plaza,Corpus Christi,TX,78405,United States
H5*,7698,12/3/2022,Kassey Bickers,wmurfordm7@ycombinator.com,1055 Bellgrove Circle,Pogonsili,,4335,Philippines,debit card,5/8/2022,5491.31,0.13,713.8703,0.43,2361.2633,3843.917,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",sent,Kathe Birtonshaw,3/19/2022,Wilfred Murford,4/19/2022,11/21/2022,11/26/2022,PHP,8.2178,transaction ID,5 American Court,Guayatá,,153047,Colombia
GX*,5418,8/26/2022,Margret Sunner,srawstornm8@networksolutions.com,0 Cascade Hill,Huatajata,,,Bolivia,debit card,1/1/2022,5129.44,0.1,512.944,0.44,2256.9536,3385.4304,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",sent,Lyndsie Cicchinelli,12/25/2022,Shurwood Rawstorn,1/1/2022,3/21/2022,1/22/2022,BOB,3.0686,payment ID,992 Anderson Court,Yashiro,,917-0102,Japan
Ln*,9503,9/8/2022,Mei Goncalo,aswalowem9@hhs.gov,26069 Kedzie Place,Qiqin,,,China,PayPal,11/25/2022,1060.75,0.19,201.5425,0.32,339.44,922.8525,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",draft,Kinnie McIlrath,10/27/2022,Ariel Swalowe,2/12/2022,10/26/2022,8/26/2022,CNY,2.8656,transaction ID,48 Michigan Court,Zhenlai,,,China
r_*,6541,10/8/2022,Kleon Vinden,kocarranma@flavors.me,455 Eliot Parkway,Donghe,,,China,credit card,3/19/2022,1251.82,0.09,112.6638,0.42,525.7644,838.7194,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,paid,Danna Duddan,8/15/2022,Kellyann O'Carran,3/8/2022,3/21/2022,5/13/2022,CNY,7.3306,transaction ID,79 Dwight Street,Wiphawadi,,84180,Thailand
J9*,4098,9/2/2022,Randi Ivashov,stownsendmb@craigslist.org,8315 Rieder Way,Bromma,AB,168 37,Sweden,debit card,2/20/2022,7295.58,0.02,145.9116,0.24,1750.9392,5690.5524,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",overdue,Junina Vuitton,3/11/2022,Sanford Townsend,9/8/2022,4/26/2022,11/19/2022,SEK,8.3539,transaction ID,915 Golf View Road,Koímisi,,,Greece
yV*,5430,11/25/2022,Carlyn Cragell,bschorodermc@mit.edu,35693 Sheridan Drive,Fort Worth,TX,76115,United States,credit card,2/14/2022,2987.67,0.09,268.8903,0.07,209.1369,3047.4234,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",sent,Jorie Lilleyman,9/1/2022,Beale Schoroder,1/27/2022,4/14/2022,12/17/2022,USD,5.5485,transaction ID,7176 Mandrake Parkway,Dubrovka,,242750,Russia
A_*,2908,11/27/2022,Donny Weatherby,csaremd@ning.com,870 Garrison Pass,Youxikou,,,China,PayPal,3/23/2022,5225.54,0.0,0.0,0.22,1149.6188,4075.9212,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",draft,Jervis McGing,6/8/2022,Cilka Sare,1/29/2022,11/8/2022,12/18/2022,CNY,7.2849,payment ID,6 6th Crossing,Altkirch,C1,68134 CEDEX,France
g4*,3798,9/13/2022,Colleen Adicot,mleheudeme@bigcartel.com,6 Schlimgen Lane,Vichadero,,,Uruguay,debit card,1/25/2022,3038.59,0.11,334.2449,0.27,820.4193,2552.4156,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",paid,Tony Skittles,7/6/2022,Meggy Leheude,7/17/2022,4/20/2022,4/4/2022,UYU,6.2832,payment ID,70149 Rowland Terrace,Jönköping,F,554 52,Sweden
Gg*,6619,10/6/2022,Brannon Lamb-shine,rcodemanmf@prnewswire.com,0 3rd Drive,Peza e Madhe,,,Albania,debit card,1/9/2022,1991.63,0.01,19.9163,0.33,657.2379,1354.3084,Fusce consequat. Nulla nisl. Nunc nisl.,draft,Kelsey Heavy,12/30/2022,Regina Codeman,6/9/2022,11/8/2022,5/14/2022,ALL,6.9388,reference number,24 Pankratz Avenue,Ete,,,Nigeria
U4*,9767,12/27/2022,Berna Godspede,ginnotmg@aol.com,76081 Mallard Trail,Nanlü,,,China,debit card,12/13/2022,5737.82,0.18,1032.8076,0.48,2754.1536,4016.474,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",sent,Whitney Crank,4/20/2022,Gretna Innot,2/4/2022,10/3/2022,6/3/2022,CNY,8.7179,reference number,4115 Grover Park,Guniushan,,,China
PS*,6591,4/21/2022,Vally Reuther,lfattorinimh@canalblog.com,05690 Roxbury Avenue,Zhifang,,,China,credit card,11/25/2022,1989.19,0.06,119.3514,0.03,59.6757,2048.8657,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",draft,Roderigo Goshawk,10/15/2022,Liv Fattorini,4/9/2022,12/21/2022,3/25/2022,CNY,9.1291,reference number,95 Bashford Street,Babakantugu,,,Indonesia
k_*,5812,9/21/2022,Horst Borzone,mbrawleymi@arstechnica.com,84 Armistice Avenue,Ban Khok,,53180,Thailand,debit card,5/18/2022,1549.86,0.05,77.493,0.15,232.479,1394.874,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",paid,Reilly Penylton,5/16/2022,Meghann Brawley,5/12/2022,3/12/2022,7/4/2022,THB,6.0109,payment ID,410 Sullivan Plaza,Maradabangga,,,Indonesia
AI*,7526,6/6/2022,Eberhard Limmer,rplumbemj@uol.com.br,246 Graedel Plaza,Heling,,,China,credit card,7/22/2022,7759.08,0.12,931.0896,0.4,3103.632,5586.5376,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",sent,Maureen Ugoni,3/24/2022,Roley Plumbe,6/9/2022,2/6/2022,10/18/2022,CNY,5.5675,payment ID,37 Express Place,Santiaoshi,,,China
P_*,3531,10/27/2022,Ingeberg Penniall,schalfontmk@yahoo.co.jp,13458 Forest Run Street,Qianjiang,,,China,debit card,1/10/2022,609.34,0.19,115.7746,0.25,152.335,572.7796,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",sent,Beitris Poplee,7/17/2022,Stefano Chalfont,9/13/2022,4/15/2022,3/13/2022,CNY,2.4554,transaction ID,918 Macpherson Circle,Ashtarak,,,Armenia
aG*,5565,5/6/2022,Carlotta Kettlesting,thartnellml@livejournal.com,1 Mockingbird Pass,Ugbokpo,,,Nigeria,PayPal,11/6/2022,1711.07,0.07,119.7749,0.34,581.7638,1249.0811,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",paid,Galvan Dummigan,6/14/2022,Teriann Hartnell,5/15/2022,11/26/2022,8/5/2022,NGN,9.6966,transaction ID,83 Lunder Court,Toyós,,,Honduras
n3*,6261,7/3/2022,Dexter Gellan,rsmallpeacemm@1und1.de,58 Darwin Pass,Boshan,,,China,PayPal,8/13/2022,4566.25,0.11,502.2875,0.46,2100.475,2968.0625,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",overdue,Rockwell Corragan,7/22/2022,Rozanna Smallpeace,4/5/2022,12/7/2022,11/18/2022,CNY,5.959,payment ID,989 Northland Plaza,Émponas,,,Greece
li*,4937,2/25/2022,Karee Blabber,kcoupemn@china.com.cn,7 Carpenter Drive,Beichan,,,China,credit card,12/30/2022,6484.71,0.01,64.8471,0.36,2334.4956,4215.0615,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",overdue,Doug Clampton,2/22/2022,Kippie Coupe,10/18/2022,6/3/2022,12/16/2022,CNY,4.8784,payment ID,5572 Vera Road,T’azagyugh,,,Armenia
F_*,9418,8/6/2022,Krystal McKnockiter,cvanellimo@angelfire.com,393 Schurz Junction,Apostolove,,,Ukraine,credit card,5/16/2022,9013.7,0.16,1442.192,0.37,3335.069,7120.823,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",paid,Andria Tumelty,3/13/2022,Cesar Vanelli,5/2/2022,9/9/2022,10/28/2022,UAH,7.5598,payment ID,229 Anhalt Crossing,Cabannungan Second,,3300,Philippines
L_*,1436,10/22/2022,Roselle Cornhill,ehyattmp@umich.edu,46667 Commercial Pass,Mrongi Daja,,,Indonesia,PayPal,2/5/2022,4840.02,0.04,193.6008,0.08,387.2016,4646.4192,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",sent,Siward Rounding,2/3/2022,Eleen Hyatt,1/27/2022,9/23/2022,2/23/2022,IDR,0.615,transaction ID,871 Loeprich Lane,La Loma,JAL,47685,Mexico
aX*,7695,6/21/2022,Lilyan McClurg,ilumbymq@webeden.co.uk,0479 Schiller Parkway,Sibulan,,6201,Philippines,debit card,5/19/2022,5162.76,0.14,722.7864,0.31,1600.4556,4285.0908,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.",paid,Hobie Odlin,2/26/2022,Ivonne Lumby,2/2/2022,2/11/2022,1/28/2022,PHP,8.5275,reference number,72 Texas Parkway,Duifang,,,China
Nk*,1699,10/26/2022,Desiri Bonome,lscophammr@businesswire.com,9719 Wayridge Street,Qingtong,,,China,PayPal,12/19/2022,7880.67,0.17,1339.7139,0.08,630.4536,8589.9303,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",paid,Jessalyn Lanceley,12/21/2022,Laney Scopham,4/16/2022,8/3/2022,8/19/2022,CNY,7.3413,payment ID,3 Kropf Circle,São José,,88100-000,Brazil
YI*,5091,12/2/2022,Gregory Belch,espawforthms@china.com.cn,7911 Gale Way,Beutong Ateuh,,,Indonesia,PayPal,12/12/2022,8821.57,0.08,705.7256,0.21,1852.5297,7674.7659,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",sent,Guido Hannay,11/27/2022,Eveleen Spawforth,6/13/2022,2/22/2022,2/22/2022,IDR,3.9792,reference number,81039 Comanche Point,Daohe,,,China
Jk*,7053,8/22/2022,Benito Gallone,nchasneymt@samsung.com,6 Utah Place,Louisville,KY,40205,United States,debit card,1/24/2022,6242.08,0.17,1061.1536,0.15,936.312,6366.9216,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",overdue,Skipton Duddell,10/8/2022,Noelle Chasney,9/21/2022,8/27/2022,2/10/2022,USD,8.0424,payment ID,08 Dovetail Junction,Weiyanggong,,,China
mI*,4643,8/15/2022,Emmalee Middlemiss,gbedrosianmu@squarespace.com,020 Shopko Drive,Övertorneå,BD,957 99,Sweden,PayPal,12/1/2022,3678.07,0.19,698.8333,0.24,882.7368,3494.1665,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.

Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",overdue,Jeanette Colliss,1/9/2022,Grady Bedrosian,11/22/2022,10/4/2022,6/12/2022,SEK,9.8793,transaction ID,99482 Meadow Vale Alley,Ugljevik,,,Bosnia and Herzegovina
